label,question
3,Хочу правильно выбрать медикаменты
1,Какую пользу обозначают периодов по сайте
4,Хочу оставить заявку на пост
3,Хочу мне мне средство
2,Хочу информацию о оператора справочной службы
4,Позволь правильно заполнить анкету
3,Как точно присмотреть медикамент
4,Как я могу правильно набрать анкету
4,Хочу через тебя набросать анкету сотрудника
3,Как правильно подобрать продукты
4,Позволь правильно набрать заявку на должность
2,Желаю номер диспетчера справки
2,Дай как связаться с справки
4,Как я могу правильно оставить анкету сотрудника
3,Посоветуй подыскать лекарства
1,Какую пользу дают период по карте
3,Желаю правильно мне медикаменты
4,Позволь составить анкету
2,Трудность с номером оператора справочной службы
2,Можно мне данные номера диспетчера справочной службы
4,Как точно направить заявку на должность
2,Откуда данные номера справочной службе
3,Желаю мне отыскать средства
3,Посоветуй правильно найти продукты
4,Помоги правильно направить заявку на пост
1,Проясни че дарят период
1,Что приносят периоды по карте
2,Не могу найти информацию о номере операторе справки
4,Желаю через тебя придумать заявку на работу
1,Объясни что дают периоды по сайте
4,Позволь через тебя набросать заявку на пост
1,Что дают периоды
4,Хочу быстро подать заявку на пост
1,Как понять свидетельствуют данные периодов
4,Как я могу через тебя оставить заявку на должность
4,Желаю быстро набрать заявку на работу
3,Хочу правильно разобрать продукт
4,Помоги оформить анкету сотрудника
4,Помоги быстро заполнить заявку на должность
3,Как правильно присмотреть средства
1,Расскажи што дают цифры периодов
2,Подскажи как связаться с справки
3,Желаю разобрать лекарство
2,Напиши номерок справки
2,Хочу телефон о справочной консультации
4,Желаю быстро оформить заявку на пост
2,Не могу найти номерок диспетчере справки
4,Помоги через тебя набросать резюме
2,Где взять телефон оператора справочной консультации
4,Как правильно заполнить резюме
4,Хочу быстро оформить заявку на должность
1,О чем дают периодов по карте
2,Напиши информацию о справочной службе
3,Хочу выбрать средства
3,Хочу мне выбрать продукт
3,Как подобрать средства
3,Помоги правильно присмотреть товары
4,Позволь придумать заявку на пост
1,Расскажи что приносят периоды по карте
4,Как точно придумать резюме
4,Помоги через тебя направить заявку на пост
4,Желаю точно набрать заявку на работу
2,Неясность с номером телефона справки
1,Просвети о чем дарят период
2,Дай телефон оператора справочной консультацию
3,Помоги правильно выбрать товар
4,Как я могу быстро заполнить анкету сотрудника
4,Как я могу точно оставить заявку на должность
2,Не могу узнать информацию о справки
3,Как подобрать товар
4,Хочу быстро подать заявку на работу
3,Помоги правильно присмотреть средства
4,Как я могу точно оставить заявку на пост
4,Позволь правильно составить анкету
1,Проясни как понять свидетельствуют период
4,Позволь быстро составить заявку на должность
2,Что там насчет номера справочной службы
4,Хочу быстро заполнить заявку на работу
2,Что по телефону справочной службы
2,Не могу узнать номер справочной службой
4,Как я могу быстро направить заявку на должность
2,Желаю как связаться с справочной службой
2,Хочу как связаться с диспетчере справки
4,Желаю быстро написать резюме
4,Хочу быстро оставить заявку на пост
4,Позволь подать анкету
1,Че можно использовать период по сайте
2,Откуда информацию о справке
1,Што дают данные периодов
1,Проясни че служат данные периодов
4,Помоги правильно подать анкету
2,Объясни где взять данные номера справочной службы
3,Посоветуй точно подыскать медикамент
4,Как правильно написать заявку на пост
1,Непонятно что такое цифры периодов
4,Позволь через тебя заполнить анкету
3,Посоветуй присмотреть товар
3,Помоги мне подобрать лекарство
2,Какой номер справочной службе
1,Объясни что можно использовать периодов по сайте
2,Не могу найти как связаться с диспетчере справки
4,Хочу через тебя подать заявку на пост
1,Расскажи для чего служат периоды
2,Помоги найти как связаться с справочной службе
1,Как обозначают периоды на сайте
1,Просвети для чего служат данные периодов
1,Че дают период по сайте
1,Непонятно что дарят период
3,Как правильно найти лекарство
4,Помоги составить заявку на пост
4,Помоги быстро написать резюме
1,Поделись что обозначают данные периодов
4,Желаю правильно придумать анкету
3,Помоги точно разобрать средства
4,Хочу правильно подать заявку на должность
1,Просвети че служат периоды
2,Хочу получить телефон оператора о справочной консультацию
2,Можно мне как связаться с оператора справки
3,Хочу правильно разобрать медикамент
2,Знаешь данные номера справочной службе
2,Не могу узнать данные номера диспетчере справочной службы
2,Можно мне данные номера справочной службе
2,Не могу найти номер диспетчером справочной службы
2,Дай номер телефона о справочной консультации
1,Поделись што свидетельствуют период
3,Посоветуй мне отыскать продукт
3,Хочу правильно подыскать медикамент
3,Помоги правильно выбрать лекарство
2,Есть номер справочной службы
2,Проясни насчет телефона в справку
1,Объясни что приносят периоды по карте
1,Расскажи что значат периодов по сайте
3,Посоветуй мне подобрать медикаменты
4,Позволь правильно оформить заявку на должность
4,Желаю точно подать анкету
2,Трудность с номером справочной службы
3,Желаю правильно подобрать средства
3,Помоги мне выбрать лекарства
4,Помоги точно направить анкету
4,Помоги быстро набрать заявку на должность
4,Желаю через тебя направить анкету сотрудника
3,Хочу точно отыскать медикамент
4,Желаю правильно оформить заявку на работу
1,Поделись че свидетельствуют периоды
4,Хочу правильно направить анкету сотрудника
3,Как точно мне медикамент
2,Желаю как связаться с операторе справки
4,Как быстро заполнить анкету
4,Как правильно оформить анкету
3,Помоги правильно подобрать товары
3,Как мне присмотреть средство
4,Хочу через тебя придумать заявку на пост
3,Посоветуй подобрать средство
2,Откуда номерок справке
4,Желаю быстро придумать анкету
2,Объясни где взять информацию о справочной службы
2,Откуда номер справке
4,Желаю правильно набрать анкету сотрудника
4,Позволь правильно оставить резюме
2,Можно мне данные номера справочной службой
4,Как я могу быстро заполнить анкету
4,Как я могу оформить заявку на пост
2,Есть данные номера справкой
3,Посоветуй правильно подыскать средство
2,Желаю данные номера справочной службой
2,Подскажи телефон оператора справочную консультацию
4,Желаю быстро набрать заявку на должность
1,Расскажи для чего дарят цифры периодов
1,Поделись как понять такое цифры периодов
3,Желаю мне присмотреть лекарства
4,Как я могу быстро набрать заявку на пост
3,Желаю правильно подобрать медикамент
4,Как быстро оформить заявку на работу
4,Хочу точно набросать анкету
1,Просвети что дают цифры периодов
4,Позволь правильно написать заявку на работу
2,Проясни насчет телефона справки
2,Подскажи телефон оператора справочной консультации
3,Желаю мне отыскать лекарства
2,Можно мне информацию о номере справкой
4,Хочу точно придумать резюме
1,Просвети о чем дают периоды
4,Как быстро составить анкету сотрудника
1,Расскажи что обозначают период по карте
1,Как понять обозначают период
4,Как составить анкету
2,Хочу информацию о диспетчера справочной службы
3,Как правильно мне товары
2,Можно мне информацию о номере оператором справочной службы
4,Позволь точно заполнить анкету
3,Помоги правильно разобрать продукт
4,Как быстро составить резюме
3,Желаю мне найти средства
4,Желаю через тебя набрать заявку на пост
1,Объясни как понять свидетельствуют периоды
3,Посоветуй мне выбрать лекарства
2,Знаешь информацию о справке
3,Хочу подыскать лекарства
3,Хочу правильно мне товар
4,Хочу правильно составить заявку на пост
2,Помоги найти информацию о справочной службы
3,Как правильно выбрать медикамент
4,Желаю набрать анкету сотрудника
2,Можно мне информацию о номере диспетчере справки
3,Желаю правильно присмотреть продукт
1,Че значат периодов по карте
3,Помоги мне средство
4,Хочу через тебя оставить анкету сотрудника
4,Как составить анкету сотрудника
2,Можно мне как связаться с оператором справочной службы
4,Хочу правильно написать заявку на работу
3,Посоветуй правильно подобрать медикамент
1,Что значат периодов на сайте
4,Как я могу правильно набросать анкету сотрудника
1,Што значат периодов на сайте
4,Желаю быстро подать заявку на работу
1,Проясни как понять свидетельствуют данные периодов
4,Помоги придумать заявку на работу
1,Непонятно о чем служат данные периодов
1,Поделись как понять свидетельствуют период
1,Че приносят период по сайте
4,Как оформить заявку на работу
2,Откуда информацию о справки
4,Как точно подать заявку на пост
3,Желаю правильно отыскать продукты
3,Желаю выбрать лекарство
1,Што приносят период по сайте
2,Что там насчет данные номера оператору справки
2,Есть информацию о диспетчере справки
1,Непонятно как понять свидетельствуют периоды
1,Просвети че дают данные периодов
1,О чем обозначают периоды на карте
3,Посоветуй точно отыскать средство
2,Что телефона в справку
2,Желаю информацию о номере справкой
3,Помоги мне выбрать средство
3,Как мне разобрать продукты
4,Хочу быстро придумать заявку на работу
4,Как быстро заполнить анкету сотрудника
3,Хочу отыскать медикамент
3,Желаю мне подыскать товары
2,Не могу узнать информацию о номере диспетчера справочной службы
4,Как я могу точно заполнить резюме
1,О чем обозначают период по карте
1,Непонятно для чего служат цифры периодов
4,Желаю быстро набросать анкету сотрудника
4,Помоги точно набросать анкету
1,О чем можно использовать периоды на сайте
3,Помоги правильно подобрать медикамент
1,Че дают периоды по карте
1,Объясни че обозначают данные периодов
4,Позволь точно направить анкету
4,Как точно написать заявку на пост
3,Как выбрать медикаменты
1,Что дарят период
3,Как правильно подыскать товары
2,Помоги найти как связаться с справочной службой
4,Как набрать заявку на должность
3,Как присмотреть лекарства
4,Помоги быстро оформить заявку на должность
4,Помоги быстро направить заявку на работу
2,Есть номерок справочной службы
1,Расскажи что дарят периоды
2,Знаешь номерок справке
3,Хочу мне отыскать медикаменты
2,Что там насчет данные телефона справочной службы
2,Помоги найти как связаться с справке
3,Как мне разобрать средство
3,Желаю правильно найти лекарства
3,Посоветуй отыскать продукт
3,Как точно найти товары
4,Помоги быстро подать анкету
1,Проясни што дают цифры периодов
3,Как найти медикамент
1,Расскажи что приносят периоды на сайте
3,Посоветуй разобрать товар
2,Что по телефону справочной информации
2,Есть как связаться с диспетчере справочной службы
3,Посоветуй подыскать средство
1,Что можно использовать периоды на карте
1,Што дают период по карте
2,Объясни где взять номера справочной информации
1,Поделись о чем дают периоды
2,Желаю как связаться с диспетчером справки
2,Где найти номер справочной службе
4,Позволь через тебя составить заявку на должность
4,Как я могу через тебя набросать заявку на должность
2,Есть информацию о диспетчером справочной службы
3,Помоги точно найти лекарства
2,Желаю номер справочной службой
2,Какой информацию о номере справки
3,Посоветуй мне медикаменты
2,Подскажи номер о справочной консультации
3,Помоги выбрать товар
4,Помоги правильно оформить заявку на пост
2,Что там насчет номера оператору справки
3,Желаю точно выбрать товар
2,Что там насчет по телефону в справку
1,Расскажи што такое цифры периодов
2,Хочу номер операторе справочной службы
2,Что номера в справку
1,Че значат период по сайте
1,Объясни что служат период
1,О чем приносят период на сайте
3,Хочу подыскать продукт
3,Помоги правильно присмотреть медикаменты
1,Какой смысл дают периодов по сайте
1,Объясни что свидетельствуют периоды
1,О чем такое периоды
3,Посоветуй отыскать средства
4,Как правильно придумать анкету
2,Подскажи как связаться с справочной службой
3,Желаю правильно отыскать средства
1,О чем можно использовать периодов на карте
2,Желаю номер оператором справочной службы
4,Помоги быстро набросать заявку на должность
4,Как быстро набросать заявку на пост
3,Хочу мне товары
4,Как точно оставить заявку на пост
3,Помоги отыскать медикамент
4,Помоги составить резюме
4,Позволь точно направить заявку на должность
4,Позволь правильно написать анкету сотрудника
4,Как правильно составить резюме
4,Хочу точно оформить резюме
2,Выведи номер справочной службы
2,Где найти данные номера справки
4,Помоги точно написать резюме
3,Помоги правильно отыскать средство
1,Для чего дают период
1,Объясни о чем свидетельствуют цифры периодов
1,Как обозначают периодов по сайте
4,Помоги точно составить резюме
4,Помоги через тебя придумать анкету
1,Расскажи што свидетельствуют период
1,Че обозначают периоды по карте
2,Расскажи телефон оператора о справочной консультацию
4,Желаю подать резюме
4,Как оформить анкету
2,Что телефона справочной службы
4,Желаю правильно составить резюме
3,Как мне присмотреть лекарства
3,Посоветуй точно выбрать продукты
4,Хочу быстро написать резюме
1,Какую пользу значат период по сайте
3,Желаю точно присмотреть лекарства
4,Позволь через тебя направить анкету сотрудника
4,Хочу быстро набрать заявку на работу
3,Посоветуй мне найти медикаменты
3,Желаю правильно выбрать средства
4,Желаю через тебя набрать анкету
4,Помоги правильно набросать заявку на пост
4,Как точно направить анкету сотрудника
1,Объясни што служат периоды
4,Помоги через тебя оставить заявку на пост
2,Где взять номер оператора о справочной консультации
2,Не могу узнать номер справкой
4,Как я могу правильно заполнить резюме
3,Как мне найти медикамент
3,Как мне отыскать товары
4,Помоги правильно написать заявку на должность
1,Проясни че такое период
3,Хочу мне товар
1,Какой смысл можно использовать периодов на карте
2,Можно мне номерок операторе справочной службы
1,Просвети для чего служат цифры периодов
2,Есть как связаться с оператором справки
2,Расскажи номер оператора справочной консультацию
1,Че такое период
4,Хочу через тебя набрать резюме
1,Проясни для чего дарят периоды
4,Помоги направить заявку на работу
4,Хочу правильно оформить анкету
4,Помоги правильно придумать заявку на должность
1,Што дарят период
1,Объясни что приносят период на сайте
3,Хочу правильно выбрать товары
4,Хочу набросать заявку на должность
1,Расскажи что дают период на сайте
4,Желаю точно подать заявку на работу
2,Можно мне данные номера справкой
1,Што можно использовать периоды по сайте
1,Непонятно как понять дарят данные периодов
1,Поделись што служат период
2,Дай телефон справочной консультации
4,Желаю точно оформить заявку на должность
2,Откуда как связаться с справочной службы
1,Проясни как понять служат период
3,Хочу точно подобрать лекарство
2,Хочу информацию о номере операторе справочной службы
2,Что информацию о справки
1,Расскажи о чем такое периоды
4,Желаю набрать заявку на должность
4,Как точно заполнить заявку на пост
3,Как правильно присмотреть товар
3,Как присмотреть медикамент
4,Помоги через тебя набрать анкету сотрудника
3,Желаю мне подобрать товары
2,Желаю данные номера диспетчере справочной службы
1,Какую пользу обозначают периоды по сайте
2,Выведи номер телефона справки
1,Проясни о чем обозначают периоды
4,Как я могу быстро оформить резюме
1,Че приносят периодов по карте
4,Как я могу правильно придумать анкету сотрудника
1,Расскажи что значат периодов по карте
4,Как я могу точно направить анкету сотрудника
2,Что по телефону оператору справки
1,Объясни как понять обозначают цифры периодов
2,Не могу найти информацию о оператора справки
3,Желаю присмотреть средства
3,Помоги мне подобрать товары
1,Просвети о чем свидетельствуют периоды
2,Не могу найти информацию о операторе справочной службы
4,Хочу набрать анкету сотрудника
4,Как я могу точно направить заявку на должность
2,Проблема с номером телефона справочной службы
1,Расскажи что приносят периодов на карте
2,Не могу найти данные номера оператором справочной службы
3,Хочу мне присмотреть лекарство
2,Объясни где взять телефона в справку
4,Желаю оставить заявку на должность
2,Подскажи данные номера справки
3,Как точно мне продукт
2,Где найти как связаться с справки
2,Есть как связаться с справке
3,Желаю точно найти медикаменты
2,Проблема с телефоном оператора справки
4,Желаю точно направить заявку на должность
1,Че можно использовать период на карте
1,Расскажи для чего такое цифры периодов
4,Позволь точно подать анкету
1,Расскажи что дают периодов на сайте
1,Просвети че дарят период
2,Желаю информацию о номере диспетчере справки
4,Хочу через тебя набрать заявку на пост
3,Хочу правильно подыскать средства
1,Расскажи че служат данные периодов
4,Позволь через тебя набросать анкету сотрудника
2,Где найти информацию о справке
3,Помоги мне присмотреть лекарства
3,Желаю правильно подыскать медикаменты
3,Помоги точно найти средство
1,Объясни для чего дают периоды
2,Не могу найти данные номера оператором справки
3,Желаю присмотреть лекарство
3,Желаю правильно присмотреть средства
4,Помоги быстро написать анкету сотрудника
1,Што обозначают периоды по карте
3,Хочу правильно разобрать медикаменты
3,Посоветуй точно найти продукт
4,Желаю правильно набросать анкету сотрудника
1,Объясни что приносят период по сайте
4,Как я могу правильно оставить заявку на пост
2,Желаю номерок диспетчера справки
1,Непонятно што служат данные периодов
1,Что обозначают период
4,Хочу точно направить резюме
4,Хочу через тебя подать заявку на должность
4,Желаю быстро направить анкету сотрудника
1,Объясни что обозначают период
1,Проясни о чем дарят периоды
1,О чем обозначают период
3,Как мне выбрать лекарства
1,Объясни о чем служат периоды
1,Што дают периоды на сайте
4,Хочу через тебя направить заявку на должность
3,Помоги мне мне лекарство
4,Помоги через тебя набросать заявку на работу
1,Объясни о чем обозначают периоды
1,Просвети что свидетельствуют цифры периодов
4,Помоги через тебя подать заявку на работу
3,Желаю отыскать лекарства
3,Как выбрать лекарства
4,Как я могу точно подать резюме
3,Как точно присмотреть товар
2,Можно мне как связаться с справочной службе
1,Расскажи что дарят данные периодов
4,Позволь точно оставить заявку на работу
4,Как точно подать анкету сотрудника
2,Хочу номерок операторе справки
3,Желаю мне разобрать товар
3,Хочу мне подыскать медикамент
2,Что номера телефона справочной информации
1,Непонятно што дарят цифры периодов
2,Где найти данные номера справочной службе
2,Хочу данные номера диспетчером справки
3,Посоветуй правильно разобрать медикамент
3,Посоветуй присмотреть средства
1,Непонятно о чем служат периоды
4,Как правильно составить заявку на работу
2,Знаешь номер справочной службе
1,Непонятно что такое периоды
4,Как точно составить анкету
2,Не могу узнать информацию о оператора справки
3,Желаю мне отыскать медикамент
1,Как дают периоды на сайте
3,Хочу точно выбрать средство
4,Хочу через тебя придумать заявку на работу
3,Помоги правильно разобрать медикамент
3,Посоветуй точно подыскать лекарство
4,Желаю через тебя составить анкету
3,Хочу правильно подыскать товары
1,Непонятно о чем дарят цифры периодов
1,Расскажи что дают периоды по карте
4,Как я могу правильно написать заявку на пост
4,Как я могу точно составить заявку на пост
1,Объясни что дарят данные периодов
2,Где найти как связаться с справочной службе
2,Откуда данные номера справочной службой
2,Не могу найти информацию о номере справкой
3,Хочу найти лекарство
3,Помоги точно подыскать медикаменты
2,Знаешь данные номера справочной службой
3,Как точно отыскать товары
2,Откуда номерок справкой
2,Можно мне как связаться с диспетчером справочной службы
1,Объясни о чем дают периоды
2,Желаю информацию о диспетчере справки
1,Непонятно как понять обозначают цифры периодов
3,Желаю мне выбрать средства
